1800,31.48601990049751
1801,31.448905472636817
1802,31.463482587064675
1803,31.37741293532338
1804,31.4463184079602
1805,31.562537313432838
1806,31.615970149253734
1807,31.57313432835822
1808,31.37676616915423
1809,31.310447761194027
1810,31.521741293532337
1811,31.481890547263685
1812,31.472736318407957
1813,31.467213930348258
1814,31.516318407960192
1815,31.647412935323384
1816,31.627512437810942
1817,31.721542288557213
1818,31.57472636815921
1819,31.488606965174128
1820,31.560796019900494
1821,31.620597014925373
1822,31.722089552238806
1823,31.770646766169154
1824,31.70900497512438
1825,31.666815920398005
1826,31.59731343283582
1827,31.63358208955224
1828,31.577860696517412
1829,31.559950248756223
1830,31.640099502487566
1831,31.60477611940298
1832,31.5692039800995
1833,31.564328358208954
1834,31.55199004975124
1835,31.674427860696518
1836,31.640696517412934
1837,31.580646766169146
1838,31.641293532338302
1839,31.63174129353234
1840,31.71422885572139
1841,31.729601990049755
1842,31.734179104477615
1843,31.719104477611936
1844,31.77810945273632
1845,31.82547263681592
1846,31.54716417910448
1847,31.61900497512438
1848,31.616716417910453
1849,31.466069651741297
1850,31.635721393034824
1851,31.77298507462687
1852,31.78582089552239
1853,31.784626865671648
1854,31.57308457711443
1855,31.704726368159207
1856,31.71626865671642
1857,31.718258706467665
1858,31.72353233830846
1859,31.693134328358212
1860,31.765721393034823
1861,31.73427860696518
1862,31.670597014925374
1863,31.721542288557217
1864,31.65477611940298
1865,31.61537313432835
1866,31.501144278606958
1867,31.509502487562187
1868,31.252786069651744
1869,31.551791044776124
1870,31.77398009950249
1871,31.724776119402996
1872,31.81044776119401
1873,31.89412935323382
1874,31.952487562189052
1875,31.84701492537313
1876,32.040746268656726
1877,32.12129353233829
1878,32.08243781094527
1879,32.255323383084566
1880,32.26009950248754
1881,32.32134328358209
1882,32.27567164179101
1883,32.42512437810942
1884,32.56880597014925
1885,32.63338308457711
1886,32.69318407960199
1887,32.74905472636815
1888,32.78815920398009
1889,32.78432835820895
1890,32.576766169154226
1891,32.77636815920398
1892,32.79437810945273
1893,32.8631343283582
1894,33.090895522388074
1895,33.17024875621888
1896,33.268109452736304
1897,33.35064676616917
1898,33.39442786069653
1899,33.377860696517445
1900,33.443283582089535
1901,33.624676616915416
1902,33.712636815920405
1903,33.7387064676617
1904,33.79144278606966
1905,33.84467661691544
1906,33.96756218905473
1907,34.09223880597016
1908,34.20920398009952
1909,34.45577114427859
1910,34.606865671641785
1911,34.72194029850747
1912,34.93353233830845
1913,34.95661691542286
1914,34.70636815920398
1915,34.35278606965172
1916,34.46681592039801
1917,34.33194029850747
1918,22.636915422885597
1919,34.47437810945275
1920,34.69552238805971
1921,35.162487562189064
1922,35.521691542288536
1923,36.237910447761195
1924,36.541840796019926
1925,36.731194029850776
1926,37.15402985074626
1927,37.366965174129355
1928,37.712089552238794
1929,37.77761194029852
1930,38.27701492537313
1931,38.30407960199007
1932,38.34900497512437
1933,38.206368159203976
1934,39.65945273631841
1935,40.066865671641786
1936,40.56980099502486
1937,40.913084577114425
1938,41.455920398009965
1939,41.945174129353234
1940,41.95741293532338
1941,40.67457711442787
1942,40.55273631840795
1943,40.388009950248765
1944,40.161243781094534
1945,41.97144278606967
1946,45.34999999999999
1947,45.94323383084573
1948,48.02049751243782
1949,49.149701492537304
1950,50.351138613861394
1951,50.59128712871283
1952,51.242277227722745
1953,51.917722772277244
1954,52.6168811881188
1955,53.217871287128666
1956,53.77574257425747
1957,54.260495049504954
1958,54.88108910891088
1959,55.3359405940594
1960,55.891584158415796
1961,56.41009900990096
1962,56.87381188118814
1963,57.40198019801978
1964,57.93584158415842
1965,58.34366336633661
1966,58.79673267326735
1967,59.24772277227725
1968,59.62881188118809
1969,60.01198019801981
1970,60.741153846153836
1971,61.16096153846154
1972,61.398605769230734
1973,61.801057692307694
1974,62.20971153846155
1975,62.53975961538462
1976,62.76350961538461
1977,63.23259615384616
1978,63.51067307692309
1979,63.81014423076923
1980,64.29754807692306
1981,64.52052884615388
1982,64.64961538461536
1983,65.06043269230771
1984,65.32206730769228
1985,65.60153846153847
1986,65.94576923076924
1987,66.13000000000001
1988,66.26149038461537
1989,66.65764423076924
1990,66.78504807692305
1991,66.88745192307692
1992,66.99716346153848
1993,67.01240384615386
1994,66.92649038461539
1995,67.1386057692308
1996,67.32490384615386
1997,67.51014354066987
1998,67.66330143540668
1999,67.79287081339712
2000,68.09263157894738
2001,68.33727272727275
2002,68.55291866028708
2003,68.79866028708135
2004,69.03856459330142
2005,69.3617703349282
2006,69.68219047619046
2007,69.97716346153842
2008,70.3010576923077
2009,70.64091346153849
2010,70.86884615384614
2011,71.27605769230766
2012,71.65288461538465
2013,71.97666666666665
2014,72.19072463768113
2015,72.48937198067631
2016,72.7288349514563
2017,72.87301507537693
2018,73.10115577889445
2019,73.32412060301512
2020,73.54412060301509
2021,73.76145728643216
2022,73.97628140703517
2023,74.18829145728645
2024,74.39748743718594
2025,74.60487437185927
2026,74.81045226130652
2027,75.01381909547734
2028,75.21437185929652
2029,75.41231155778895
2030,75.60783919597989
2031,75.80070351758793
2032,75.99105527638189
2033,76.17879396984924
2034,76.36457286432163
2035,76.5477889447236
2036,76.72859296482412
2037,76.90728643216082
2038,77.08381909547738
2039,77.25879396984921
2040,77.43180904522612
2041,77.60296482412065
2042,77.77211055276382
2043,77.93959798994975
2044,78.1054773869347
2045,78.26994974874368
2046,78.43296482412056
2047,78.59507537688444
2048,78.75597989949748
2049,78.9154773869347
2050,79.07391959798994
2051,79.23115577889446
2052,79.38718592964825
2053,79.54170854271355
2054,79.69472361809042
2055,79.84653266331657
2056,79.99703517587939
2057,80.14592964824118
2058,80.29356783919599
2059,80.44035175879395
2060,80.58592964824118
2061,80.73045226130654
2062,80.87407035175877
2063,81.01673366834173
2064,81.1580904522613
2065,81.29844221105529
2066,81.43804020100495
2067,81.57638190954776
2068,81.71396984924627
2069,81.85035175879396
2070,81.98542713567842
2071,82.11959798994974
2072,82.25316582914576
2073,82.38582914572862
2074,82.51788944723617
2075,82.64909547738696
2076,82.77939698492462
2077,82.90914572864322
2078,83.03869346733666
2079,83.16783919597991
2080,83.29658291457288
2081,83.42437185929649
2082,83.55150753768848
2083,83.67839195979901
2084,83.80502512562812
2085,83.93110552763814
2086,84.05723618090452
2087,84.18296482412066
2088,84.3080904522613
2089,84.43301507537684
2090,84.55733668341713
2091,84.68125628140703
2092,84.80477386934669
2093,84.92819095477388
2094,85.05090452261305
2095,85.17291457286429
2096,85.2947236180905
2097,85.41618090452263
2098,85.53733668341704
2099,85.65814070351757
2100,85.77899497487438
